arm,workload,cache_state,entities,fields,source_sha256,source_bytes,nesting_scan_bytes,json_parser_deserializer_bytes,canonical_render_bytes,entity_records,formula_ast_nodes,reference_edges,formula_dependency_edges,serialized_spine_bytes,repetition,source_known_us,first_preview_us,semantic_or_scan_current_us
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,2,114,237,93149
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,3,,,124179
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,3,,,205878
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,3,121,251,93785
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,3,,,107206
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,4,,,204775
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,4,103,225,95927
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,4,,,109451
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,4,,,122640
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,5,123,254,95232
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,5,,,110696
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,5,,,123368
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,5,,,218818
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,6,,,108876
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,6,,,123524
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,6,,,200705
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,6,129,278,93276
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,7,,,120481
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,7,,,208583
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,7,107,230,94449
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,7,,,108662
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,8,,,201378
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,8,110,233,92013
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,8,,,108055
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,8,,,120355
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,9,111,229,95401
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,9,,,108277
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,9,,,122516
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,9,,,207795
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,10,,,108269
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,10,,,121873
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,10,,,221038
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,10,143,321,108861
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,11,,,123172
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,11,,,227442
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,11,113,232,92425
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,11,,,108091
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,12,,,197761
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,12,124,268,95245
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,12,,,107603
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,12,,,121021
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,13,142,288,97970
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,13,,,107830
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,13,,,130018
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,13,,,265202
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,14,,,109801
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,14,,,124689
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,14,,,208443
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,14,145,303,94769
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,15,,,125797
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,15,,,209276
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,15,123,254,98511
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,15,,,106596
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,16,,,205467
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,16,112,235,94641
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,16,,,106958
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,16,,,123754
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,17,127,280,95138
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,17,,,120030
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,17,,,124125
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,17,,,209248
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,18,,,108391
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,18,,,121675
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,18,,,213159
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,18,125,248,94911
C-structural,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,9335933,19,,,123833
A0,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,6912646,20737938,3472323,16000,15999,0,15999,0,19,,,205802
A1,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,0,19,112,244,94643
C-directory,deep_dependency_chain,os_cache_warm,16000,16000,7c78218a41707f7e4e299ef06ef6f40d654c4e145ddd9aa613a187f110f66fe5,3472323,3456323,10368969,3472323,16000,15999,0,15999,3848089,19,,,109025
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,0,,,239458
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,0,114,244,110024
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,0,,,134899
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,0,,,141590
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,1,98,225,117173
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,1,,,136630
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,1,,,146669
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,1,,,236448
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,2,,,138571
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,2,,,141558
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,2,,,246617
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,2,111,237,112624
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,3,,,142373
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,3,,,246290
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,3,86,207,116826
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,3,,,139926
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,4,,,246557
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,4,107,247,115474
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,4,,,133268
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,4,,,147373
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,5,123,270,115272
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,5,,,138537
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,5,,,145984
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,5,,,246680
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,6,,,133116
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,6,,,145903
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,6,,,243661
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,6,102,228,113999
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,7,,,144524
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,7,,,239336
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,7,105,231,113598
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,7,,,134528
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,8,,,235266
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,8,104,234,113434
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,8,,,131558
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,8,,,145049
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,9,115,251,111066
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,9,,,133501
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,9,,,143100
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,9,,,235669
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,10,,,131939
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,10,,,147648
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,10,,,259911
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,10,112,256,115080
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,11,,,150086
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,11,,,237544
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,11,113,262,110643
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,11,,,136408
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,12,,,244209
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,12,101,227,114427
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,12,,,139177
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,12,,,144945
A1,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,0,13,112,242,115688
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,13,,,136921
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,13,,,177737
A0,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,8353110,25059330,4192555,16000,16000,0,16000,0,13,,,239607
C-directory,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,3945567,14,,,135615
C-structural,wide_fan_out,os_cache_warm,16000,32000,80767bd41707e8031f4b4abcbe80beef1279fdf32d71ae41cacfcd83a33ac51a,4192555,4176555,12529665,4192555,16000,16000,0,16000,9753752,14,,,145478
